time(sec),semimem,bifem,vasmed,vaslat,rf,medgas,latgas,tfl,tibant,peronl,soleus,addmagnus,gmax,gmed,sartorius
4.323333,-1.119921,-0.484804,-0.232588,-0.137272,-0.706203,-0.440483,-0.065704,0.144068,-0.845434,0.757617,-0.173072,0.164644,-0.092616,0.017277,1.848091
4.324167,-1.571915,-0.518124,-0.120286,-0.192234,-0.686766,-0.479680,0.073461,0.117579,-0.668418,0.890098,-0.633341,0.139976,-0.248160,0.018044,1.634210
4.325000,-2.365399,-1.173322,-0.117507,-0.180630,-0.632790,0.728634,0.040630,0.029911,-0.099665,-0.120982,-0.662693,0.114196,0.155224,-0.006220,1.731800
4.325833,-2.240491,-1.248861,0.001821,-0.108278,-0.616784,0.968594,0.178815,0.029060,0.022791,-1.129867,-0.492109,0.074340,0.121200,-0.034918,2.137174
4.326667,-2.906792,-0.990515,0.120150,-0.035800,-0.375240,0.235483,0.304120,-0.008280,-0.204885,-1.332275,-0.133587,0.032890,-0.390676,-0.037688,1.955801
4.327500,-3.735632,-2.005969,0.182189,0.104778,-0.029155,0.060077,0.317764,-0.129888,-0.559510,-0.863712,0.303849,-0.025318,-0.417655,-0.003243,0.913900
4.328333,-2.229246,-1.916730,0.378605,0.224994,0.325489,-0.042082,0.377284,-0.128111,-0.602228,-0.159032,0.360701,-0.052761,-0.341360,0.036831,0.152711
4.329167,0.170626,-0.202808,0.400472,0.330941,0.668685,0.297208,0.326612,-0.121373,-0.534682,0.081115,-0.054153,-0.077474,0.039539,0.031870,-0.523761
4.330000,2.035544,0.326239,0.250562,0.418754,0.752737,-0.066154,0.176423,-0.078869,-0.666030,0.188498,-0.120560,-0.096079,-0.279778,-0.002410,-1.073395
4.330833,2.886579,0.243096,0.052762,0.414634,0.608830,-0.078396,0.070263,-0.048670,-0.332164,0.326438,-0.153296,-0.096216,-0.462039,-0.024356,-1.428657
4.331667,3.459684,1.001456,-0.073827,0.322865,0.473182,-0.059492,0.016908,-0.037955,0.134060,0.218808,-0.179482,-0.075000,-0.453785,-0.013674,-1.417870
4.332500,3.272019,1.649245,-0.094545,0.221233,0.377324,-0.348339,-0.178600,-0.028410,0.580341,0.192963,-0.034111,-0.034743,-0.371974,0.008579,-0.919720
4.333333,1.053414,2.108456,-0.214513,0.085557,0.218594,-0.572921,-0.261414,-0.004465,0.764377,0.255206,0.161583,0.012161,0.110467,-0.000019,-0.981327
4.334167,-0.418536,1.676406,-0.205270,0.084042,0.039985,0.147810,-0.107627,-0.004713,0.669407,0.222775,0.279209,0.101994,0.585585,0.021110,-1.227539
4.335000,-0.196082,1.093144,-0.053274,0.054210,-0.172193,0.502683,0.120551,-0.022268,0.613307,0.148793,0.275077,0.191692,-0.033012,0.011849,-1.257766
4.335833,-0.913477,1.477276,0.154234,-0.060382,-0.242182,-0.384749,0.171029,0.006671,0.376225,0.180210,0.102454,0.161142,0.231596,-0.009034,-1.305119
4.336667,-1.205515,1.168770,0.208934,-0.125750,-0.114068,-0.010185,0.082704,0.077550,-0.044872,0.385225,-0.036672,0.098521,0.258582,-0.047944,-0.635498
4.337500,-0.260910,0.536691,0.233391,-0.204438,0.069491,0.389835,-0.047543,0.068325,-0.127826,0.441700,-0.094421,0.055097,1.000565,-0.041251,0.568737
4.338333,-0.446685,0.277267,0.374975,-0.227443,0.380636,-0.070880,-0.049726,0.051346,-0.306164,0.338152,0.024087,0.073307,0.610083,0.009982,1.137610
4.339167,-1.412929,-0.491015,0.306744,-0.235447,0.499321,-0.486828,-0.091214,-0.036840,-0.386455,0.692057,-0.168244,0.035090,0.205915,0.021834,0.921154
4.340000,-1.472516,-0.976039,0.277722,-0.201347,0.410502,-0.275529,-0.239101,-0.091384,-0.058572,0.365054,-0.619567,-0.076728,0.220244,0.045883,0.629452
4.340833,-0.530510,-0.612661,0.234909,-0.152474,0.238439,0.542320,-0.314637,-0.092742,0.280183,-0.698298,-0.358246,-0.111742,0.521810,0.030255,0.238266
4.341667,0.013354,-0.684849,0.158084,-0.127862,0.162938,0.382460,-0.149873,-0.071266,0.171741,-1.360053,0.625894,-0.157252,0.755572,-0.016501,-0.013059
4.342500,0.048754,-1.107720,0.200494,-0.101489,0.136929,-0.065197,-0.181533,0.005699,-0.059078,-1.227777,0.976743,-0.218879,-0.094138,-0.031974,0.322711
4.343333,0.307090,0.071747,0.500887,-0.129530,-0.092615,-0.064352,-0.163936,0.069789,-0.345057,-0.688486,0.525777,-0.252315,-0.199738,-0.022262,1.045140
4.344167,1.608306,0.738473,0.473385,-0.227668,-0.486925,-0.090555,-0.014028,0.138691,-0.057798,0.078841,-0.344554,-0.274248,-0.232483,0.001194,1.411259
4.345000,2.037388,-0.043669,0.293099,-0.298009,-0.845120,-0.173651,0.076317,0.097327,0.326778,0.444473,-0.340551,-0.218782,-0.393999,0.016273,1.078904
4.345833,2.475540,-0.732851,-0.070809,-0.190428,-0.787411,-0.194105,0.096678,0.084369,0.515214,0.340987,-0.466206,-0.147859,-0.145589,0.030148,1.418022
4.346667,3.398147,-0.567326,-0.580291,-0.078243,-0.544743,-0.046113,-0.041927,0.065593,0.148555,0.263865,-0.636804,-0.076395,0.054267,0.007119,1.938511
4.347500,2.857396,-1.762536,-1.022960,-0.011597,-0.369643,0.126483,-0.116263,0.043084,-0.315226,0.177442,-0.003337,-0.065218,-0.618964,-0.033894,1.410234
4.348333,0.584340,-1.759326,-0.786114,0.051709,-0.427728,0.071196,-0.059633,0.053708,-0.004521,-0.000634,0.067002,-0.048034,-0.415188,-0.023766,0.488612
4.349167,-2.133164,-0.858865,-0.612512,0.158171,-0.741416,-0.061641,0.074731,0.026905,0.247084,0.077582,-0.252163,-0.001424,-0.399686,0.002257,-0.812021
4.350000,-3.403449,-0.467517,-0.866407,0.193003,-0.778390,-0.225158,0.152730,-0.002146,-0.338936,0.018003,0.259527,0.047676,-0.526714,0.022049,-1.790266
4.350833,-3.135087,0.021352,-1.010448,0.190052,-0.348377,-0.136906,0.118389,-0.036417,-0.984724,-0.287366,0.415336,0.067126,-0.058953,0.025234,-2.120848
4.351667,-2.023341,0.343654,-0.776949,0.146987,0.144460,0.487385,0.066636,-0.072010,-0.843028,-0.031148,0.170636,0.105793,0.488368,0.015321,-2.133208
4.352500,-2.042526,0.795360,-0.547554,0.083135,0.480466,0.482991,0.056372,-0.044141,-0.282560,0.346309,0.227541,0.118827,-0.045224,-0.001131,-2.129418
4.353333,-1.577724,1.212732,-0.034105,0.157570,0.654846,-0.434239,0.101471,0.014169,0.320615,0.498184,0.328680,0.172423,-0.190295,-0.030838,-1.844461
4.354167,-0.540115,0.640428,0.494367,0.230268,0.652876,-1.030080,0.149716,0.100427,0.558686,0.321020,0.569295,0.204413,-0.185888,-0.035809,-1.287426
4.355000,-0.294929,0.034879,0.610498,0.248452,0.605998,-0.048792,0.103544,0.030264,0.574217,0.072826,0.236819,0.241084,-0.051113,0.013099,-0.848209
4.355833,0.198521,0.575729,0.469529,0.173810,0.612806,1.513586,0.024824,0.029636,0.790526,0.082860,-0.400943,0.242145,-0.091441,0.027381,-0.378433
4.356667,0.794172,0.690823,0.638550,0.089601,0.607970,1.063739,-0.175058,0.042984,0.829987,-0.310691,-0.581654,0.254846,0.251959,0.021986,0.295341
4.357500,0.892064,0.577366,0.660927,-0.007315,0.521374,-0.188292,-0.239283,-0.138275,0.053445,-0.352719,-0.252813,0.233618,0.427880,0.024530,1.088394
4.358333,0.552219,0.445477,0.515948,-0.091581,0.393313,-0.192134,-0.075399,-0.267084,-0.254583,-0.190220,0.058562,0.264224,0.135697,-0.009699,1.633388
4.359167,0.642485,0.255737,0.740110,-0.087521,0.100290,-0.363024,0.059134,-0.210350,-0.022638,-0.227922,0.093867,0.252187,-0.101518,-0.018450,1.210630
4.360000,1.242299,-0.312251,1.065573,-0.037441,-0.127251,-0.594578,0.091614,-0.164096,-0.162675,0.020260,0.073639,0.192416,-0.112537,-0.025223,0.437754
4.360833,2.246758,-0.509908,0.816567,-0.040593,-0.164972,-0.273520,0.348634,-0.061422,-0.201581,0.174161,-0.221933,0.170590,-0.311903,-0.003928,0.029934
4.361667,2.277310,0.112220,0.165965,-0.088983,-0.126171,0.060639,0.646058,-0.043391,-0.126263,0.162458,-0.156927,0.030219,0.095111,-0.017129,-0.092351
4.362500,1.330065,0.653145,-0.373769,-0.089190,0.002151,0.193407,0.371870,-0.021257,-0.140263,-0.037038,-0.129331,-0.159966,0.583349,0.002005,-0.030336
4.363333,1.023134,1.033841,-0.519411,-0.046993,-0.017898,-0.059628,-0.188130,0.060620,-0.282739,-0.080759,0.016328,-0.239216,-0.027401,0.008919,0.111610
4.364167,1.201407,1.089508,-0.557558,-0.047528,-0.166518,-0.055989,-0.453812,0.070048,-0.343162,-0.122878,0.115262,-0.314092,-0.046420,-0.001118,0.155001
4.365000,-0.838895,0.969074,-0.425735,-0.046397,-0.302158,0.136832,-0.359573,0.062672,0.013410,-0.062737,-0.384711,-0.442148,-0.015509,-0.007964,0.195105
4.365833,-2.318089,-0.277151,-0.354174,-0.054289,-0.341111,-0.137472,-0.025816,0.067277,0.016021,0.071697,-0.334247,-0.465899,-0.059308,-0.005668,0.093867
4.366667,-2.719190,-1.082649,-0.466187,0.014082,-0.324023,-0.253754,-0.074037,0.059539,-0.157285,-0.246198,-0.208131,-0.431982,0.062059,0.019504,0.506959
4.367500,-1.395448,-1.059120,-0.604967,0.013900,-0.222563,-0.051776,-0.298999,0.087450,0.088466,-0.052249,-0.087301,-0.385003,0.419081,0.020406,0.877534
4.368333,-0.641165,-0.560561,-0.502199,-0.013337,-0.116413,0.047972,-0.175320,0.077376,0.311313,0.540607,0.026352,-0.266671,-0.025719,-0.005404,-0.045597
4.369167,-0.376913,-0.172189,-0.259478,-0.012241,0.105350,0.124439,0.030618,0.058512,0.049968,0.508952,0.271322,-0.133243,-0.080525,-0.019317,-0.727298
4.370000,0.037266,-1.543759,-0.089355,-0.021712,0.363400,0.000553,0.107841,0.048133,-0.459638,-0.038117,0.511447,-0.011175,-0.272600,-0.007447,-0.548958
4.370833,0.136510,-1.683350,-0.090896,-0.046919,0.283948,-0.161081,0.087862,0.074479,-0.913181,-0.168738,0.515344,0.067320,0.205002,-0.005191,-0.554804
4.371667,-1.352245,-1.403315,-0.057565,-0.020234,0.059495,-0.149623,0.082931,0.092532,-0.090320,0.217518,0.101214,0.105005,0.293058,-0.002628,-0.475827
4.372500,-2.144910,-2.381237,0.162511,-0.013023,-0.102471,-0.088547,0.011381,0.069919,0.190971,0.441671,-0.228093,0.147849,-0.242177,0.010771,-0.203926
4.373333,-2.098484,-1.444799,0.381504,-0.065663,-0.259625,-0.006254,-0.063935,0.040016,-0.076512,0.034566,-0.080517,0.171806,-0.391177,0.018835,0.220611
4.374167,-1.216165,-0.407936,0.569323,-0.054482,-0.358062,0.321545,-0.142702,0.004595,-0.559100,-0.430910,0.278179,0.164886,-0.252835,0.018208,0.681145
4.375000,-0.013907,1.079579,0.691717,0.056773,-0.359565,0.517177,-0.156231,-0.008490,-0.567615,-0.884939,0.383243,0.172938,0.214020,0.022319,0.807850
4.375833,0.731645,2.263211,0.744005,0.066795,-0.420133,0.052057,-0.185046,0.031197,-0.105503,-1.123866,0.136733,0.105384,0.299655,-0.012929,0.991681
4.376667,2.132772,1.823028,0.492130,0.050017,-0.463962,-0.247119,-0.148070,0.020114,0.429148,-0.629378,-0.433881,0.079761,-0.140489,-0.029857,1.318435
4.377500,3.123863,1.570716,0.285205,0.030995,-0.320172,-0.509019,-0.047985,0.023783,1.038437,0.211991,-0.925618,0.154686,-0.157846,-0.008934,1.325988
4.378333,3.582924,1.991586,0.164405,0.084350,-0.117865,-0.339864,0.120928,0.003200,1.399369,0.559622,-0.653066,0.178023,-0.206294,-0.006312,0.958508
4.379167,2.998214,1.958717,-0.034480,0.185995,0.150573,-0.005681,0.177010,0.002223,0.903719,0.438982,0.723418,0.115402,-0.079784,-0.006580,0.509094
4.380000,2.347070,1.386475,-0.085025,0.187808,0.324286,0.443704,0.262703,0.022145,0.584385,0.363052,1.091693,0.083326,0.360131,0.003080,0.662251
4.380833,1.557006,0.086123,-0.122259,0.169805,0.398036,0.460246,0.293090,-0.012943,0.255639,0.159536,1.356735,0.059406,0.259457,0.023123,0.339103
4.381667,-0.536856,0.302555,-0.219222,0.048445,0.379981,0.233944,0.218497,-0.128735,-0.316699,0.376944,0.591402,0.025489,-0.240629,0.021201,-0.443984
4.382500,-1.788946,0.146819,-0.332931,-0.064939,0.459519,0.159243,0.201193,-0.255236,-0.767823,0.544788,-0.583583,-0.009000,-0.034448,0.005705,-0.777983
4.383333,-2.065853,-0.731587,-0.103258,-0.123690,0.611160,-0.100021,0.206750,-0.329456,-1.045946,0.248865,-1.420080,-0.050690,0.183138,-0.028708,-1.532195
4.384167,-1.983261,-1.110808,-0.054087,-0.209308,0.519302,-0.255345,-0.001896,-0.288997,-0.733284,-0.236119,-1.604048,-0.038039,0.316174,-0.026190,-1.907724
4.385000,-1.312592,-1.475276,-0.215589,-0.269609,0.395945,-0.003897,-0.453075,-0.159644,-0.021069,-0.506083,-0.603683,-0.031452,-0.191041,0.004405,-1.907387
4.385833,0.134266,-1.868137,-0.327765,-0.319831,0.282611,0.040995,-0.311013,-0.002562,0.622476,-0.186112,0.337932,-0.026204,0.046257,-0.002078,-1.342910
4.386667,0.168648,-1.918582,-0.366412,-0.344075,0.193930,-0.121065,0.330956,0.067073,1.092726,0.189715,0.464790,-0.043072,-0.137059,0.001204,-0.256995
4.387500,0.289538,-0.201996,-0.110536,-0.234878,0.061040,0.195551,0.422163,0.086383,1.107427,0.464048,-0.012763,-0.039376,0.044275,0.009061,0.006435
4.388333,0.213956,0.919348,-0.154615,-0.142032,-0.139164,0.189793,0.383958,0.139949,0.117456,0.074542,-0.410282,0.030609,0.330766,-0.001702,0.047632
4.389167,-1.321334,-0.381032,-0.234568,0.035520,-0.200910,-0.583406,0.313755,0.136421,-0.329605,-0.368365,-0.167982,0.083207,0.245958,0.017284,-0.444978
4.390000,-1.160478,-0.012962,-0.496528,0.118836,-0.208035,-0.465542,-0.647754,0.109114,-0.474313,-0.717665,0.322533,0.090741,-0.211273,0.039773,-0.742586
4.390833,-0.197167,0.911933,-0.822568,0.157687,-0.205296,0.226638,-1.325716,0.108277,-0.858557,-0.222565,0.748845,0.114807,-0.234228,0.012508,-0.871898
4.391667,-0.041476,0.882936,-0.907007,0.252639,-0.208433,0.492947,-0.715565,0.098550,-0.937448,0.220531,0.836210,0.075411,-0.299599,-0.035060,-0.740451
4.392500,-0.672018,1.701944,-0.318534,0.252916,-0.383140,0.216839,-0.122136,0.118572,-0.637539,0.123380,-0.039100,-0.028383,0.253033,-0.040678,-0.161769
4.393333,-0.970158,1.487305,0.085285,0.200740,-0.544882,0.215001,-0.056354,0.117862,-0.085667,0.012296,-0.998308,-0.089300,-0.074851,-0.017164,-0.035000
4.394167,-1.025152,1.375073,0.192133,0.145007,-0.453530,-0.053143,0.078956,0.142821,0.137752,0.037608,-0.233242,-0.021860,-0.344452,0.005727,0.056567
4.395000,-0.982933,1.476881,0.348971,0.126643,-0.257694,-0.474160,0.241463,0.113807,0.001685,0.110841,0.474452,0.002495,-0.402777,0.016855,0.628571
4.395833,-1.262312,-0.218916,0.647596,0.050879,-0.203744,-0.312049,0.348545,0.044551,-0.047695,0.067531,0.680231,-0.100514,-0.154176,0.009202,1.225421
4.396667,-0.848314,-3.692014,0.778449,-0.009704,-0.260894,0.156482,0.354187,0.013630,0.091004,-0.018140,0.423075,-0.172054,0.408675,0.020457,1.489891
4.397500,0.441849,-4.823345,0.759344,-0.072444,-0.182706,-0.139021,0.331981,0.060552,0.119297,0.093415,0.252804,-0.197752,-0.159827,0.026360,0.517900
4.398333,1.939674,-4.035985,0.832922,-0.077662,-0.043136,0.067585,0.257531,0.065677,0.114882,0.299074,0.021579,-0.160597,-0.223907,-0.015965,0.029419
4.399167,2.868778,-1.985490,0.633659,-0.056812,0.015840,0.348738,0.226961,-0.025024,0.134752,0.239372,-0.206966,-0.131891,-0.362750,-0.012524,0.096253
4.400000,2.589727,-0.347543,0.263902,-0.046721,-0.141935,-0.140435,0.013791,-0.194468,0.122106,-0.073904,-0.101421,-0.140476,0.246439,-0.017177,0.318768
4.400833,3.129688,1.219235,0.072622,0.041483,-0.185993,-0.291207,-0.056574,-0.299379,0.114628,-0.445849,-0.106601,-0.188762,0.454404,-0.028091,0.454820
4.401667,3.512949,2.038923,-0.019034,0.198687,0.008602,-0.062334,0.057729,-0.334871,0.391418,-0.394382,-0.204061,-0.162403,-0.017451,-0.016120,0.092908
4.402500,1.370930,1.707154,-0.083469,0.223041,0.309967,0.184610,0.053232,-0.356319,0.437982,-0.056450,-0.106494,-0.102058,0.071422,0.015078,-0.165635
4.403333,-1.138494,1.644754,-0.008716,0.192683,0.469010,0.030387,0.021341,-0.272762,0.219111,0.067544,-0.472172,-0.026705,0.147435,0.016829,-0.119875
4.404167,-1.586520,1.644760,-0.076430,0.148207,0.541940,-0.051737,0.024906,-0.024967,-0.145223,0.111070,-0.371519,0.021186,0.035074,-0.017883,0.311148
4.405000,-1.558047,1.372986,-0.168574,0.153409,0.611785,-0.055711,-0.039251,0.101911,-0.861897,0.239354,0.053127,0.101226,0.067677,-0.015661,0.862916
4.405833,-2.018314,1.121004,-0.296123,0.167571,0.756493,0.243643,-0.033691,0.085172,-1.028187,0.201229,0.187193,0.133397,0.104759,0.010527,0.824565
4.406667,-3.139581,0.623755,-0.188439,0.044410,0.738876,0.168340,-0.065571,0.142748,-0.453218,0.022497,0.165183,0.100223,0.047615,0.028488,0.891049
4.407500,-3.016759,0.830749,-0.099376,-0.044947,0.604297,-0.270205,-0.029346,0.182664,0.284362,0.319495,-0.082380,0.135261,0.245342,0.022353,1.241139
4.408333,-1.307852,0.722672,-0.270160,-0.173167,0.400366,-0.310453,0.015749,0.167866,0.118492,0.446532,-0.016274,0.158566,0.046642,0.042936,1.175242
4.409167,-0.555085,0.942209,-0.283165,-0.300107,0.108440,0.200763,0.125083,0.175587,-0.186948,-0.021265,0.266309,0.156682,-0.012232,0.004480,1.187853
4.410000,-0.881215,1.270738,-0.229049,-0.387864,-0.374076,0.304703,0.083354,0.148463,-0.057798,-0.353046,0.404073,0.145862,0.086603,-0.032436,0.570953
4.410833,-0.678058,0.552035,-0.169623,-0.446842,-0.866589,-0.483135,-0.089272,0.111977,0.385762,-0.315220,0.231370,0.168862,-0.135523,-0.045841,-0.212164
4.411667,1.012828,-0.623464,-0.236121,-0.405296,-0.991526,-0.200212,-0.189492,0.090531,0.845115,-1.126194,-0.226839,0.162033,-0.004196,0.014008,-0.711065
4.412500,2.093220,-1.009523,-0.219177,-0.305554,-0.915897,-0.058593,-0.228815,0.064265,0.910186,-0.960082,-0.414718,0.116461,0.035743,0.051435,-1.126856
4.413333,1.907081,-0.898737,-0.129577,-0.174018,-0.675025,-0.047359,-0.249078,-0.017207,0.732353,-0.128887,-0.386907,0.057819,-0.132194,-0.017483,-1.428018
4.414167,2.339832,-0.920067,0.147965,-0.101730,-0.349238,0.446042,-0.051599,-0.021178,0.559981,0.216633,-0.624360,-0.001536,-0.029565,-0.022310,-1.770341
4.415000,2.823476,-1.383326,0.834831,0.017614,-0.064168,0.716853,0.107477,-0.011021,0.351455,0.442136,-0.511518,-0.018463,0.108716,-0.007754,-2.022563
4.415833,1.492508,-2.211080,1.178331,-0.001546,0.049223,0.080136,0.009584,-0.084905,0.047720,0.513808,-0.177897,0.191290,0.214517,-0.005404,-2.258491
4.416667,0.175163,-2.056231,0.754052,-0.025366,-0.061896,-0.511190,0.317234,-0.139127,0.050344,0.488924,0.733596,0.300786,-0.234852,-0.009310,-2.543328
4.417500,-0.705429,-1.200520,0.046918,0.144713,-0.031799,-0.396740,0.365309,-0.132395,0.052562,0.303742,0.903109,0.245672,-0.188886,-0.004368,-1.825584
4.418333,-0.918764,-0.869015,-0.469980,0.254383,0.176104,0.037255,-0.282397,-0.089026,-0.576652,0.372561,-0.025164,0.203902,-0.073507,-0.021706,-0.568154
4.419167,0.366196,-0.566165,-0.880870,0.251205,0.317484,0.461302,-0.699757,-0.076059,-1.073513,0.140113,-0.761536,0.107160,-0.087260,-0.013567,0.378131
4.420000,0.181171,0.246431,-0.973427,0.151707,0.283037,0.666593,-0.479725,-0.045018,-0.779501,0.081379,-0.273451,-0.062504,-0.174759,0.023102,1.163126
4.420833,-1.387178,1.513584,-0.737719,0.030676,0.231539,-0.106389,-0.320130,0.007261,-0.411185,0.183334,0.365301,-0.258318,0.354325,0.030774,1.687553
4.421667,-2.195128,1.534860,-0.542756,0.000564,0.201200,-0.488112,-0.252903,0.085324,-0.313238,-0.345120,0.522950,-0.386014,0.196336,0.000597,2.406027
4.422500,-2.018530,0.509589,-0.103767,0.087723,0.218145,-0.164811,-0.003731,0.111175,-0.209706,-0.225559,0.510076,-0.423007,-0.179127,-0.029588,3.080114
4.423333,-1.484004,-0.619872,0.598593,0.144968,0.274754,0.203152,0.200280,0.164452,0.206855,-0.153162,0.589314,-0.434546,-0.189821,0.012851,2.805607
4.424167,-0.578949,-0.631635,1.066173,0.126840,0.218415,0.321775,0.258195,0.098668,0.491079,0.258258,0.591447,-0.429224,-0.029988,0.049788,1.887216
4.425000,0.317879,0.031292,1.052970,0.067169,0.204566,-0.620978,0.238262,0.016215,0.089935,-0.045413,0.083553,-0.436476,-0.078616,0.036207,0.920297
4.425833,0.244581,0.299936,0.530485,0.075263,0.252055,-0.644630,0.211740,-0.072358,-0.186021,-0.860539,-0.420663,-0.407871,0.379242,-0.011717,-0.295142
4.426667,0.488744,-0.391669,-0.210355,0.092828,0.213391,0.215157,0.183311,-0.111326,0.170174,-0.851910,-0.538283,-0.288364,-0.159751,-0.057365,-1.329398
4.427500,1.054572,0.101750,-0.591409,0.108053,0.088013,0.508242,0.309878,-0.143680,0.325665,0.204816,-0.599452,-0.162483,-0.352376,0.005463,-2.250236
4.428333,1.064943,1.301286,-0.953377,0.202152,-0.052929,0.131385,0.265497,-0.077052,0.209674,0.554594,-0.236852,-0.014931,-0.109046,0.022502,-2.197754
4.429167,1.345189,1.586095,-1.007055,0.186820,-0.196415,-0.152246,0.091281,-0.045811,-0.545014,0.387538,0.156335,0.141542,-0.159083,-0.019068,-2.027153
4.430000,1.717065,1.268748,-0.893509,0.085342,-0.276155,0.109096,-0.066284,-0.088798,-1.256380,0.270794,0.102689,0.240336,-0.092719,-0.026929,-1.670997
4.430833,0.910158,0.217056,-0.667922,0.070048,-0.120859,0.094438,-0.152023,-0.121557,-0.825510,0.216670,-0.344811,0.319223,0.372574,0.011277,-0.571943
4.431667,-1.273421,-0.665729,-0.360758,0.035678,0.060551,-0.154449,-0.254107,-0.073816,0.063853,0.071901,-0.347358,0.320147,0.258659,0.000644,-0.370434
4.432500,-1.523991,0.081824,-0.201808,-0.012576,0.043174,-0.183023,-0.052286,0.030241,0.564702,-0.185264,0.401328,0.308932,-0.046627,-0.024038,-0.465045
4.433333,-0.934613,0.929222,0.277327,-0.109515,0.100511,-0.094440,0.617545,0.040854,0.973215,0.053599,0.695545,0.330626,-0.125841,-0.011954,-0.326640
4.434167,-0.759318,1.170294,0.720538,-0.142237,0.229327,0.081251,1.102949,0.015317,0.667897,0.268672,-0.206844,0.332737,-0.161668,0.006837,0.519912
4.435000,-0.876345,1.192054,0.702192,-0.205966,0.146910,0.033863,0.464605,-0.009224,0.162943,0.078222,-0.778219,0.283180,-0.175670,0.014029,1.237761
4.435833,-0.715012,0.337310,0.613355,-0.246223,-0.177918,-0.070243,-0.238850,0.015658,0.151504,-0.088472,-0.575393,0.215289,0.339602,0.014965,1.366299
4.436667,0.576797,0.200268,0.855341,-0.274278,-0.438895,-0.140531,-0.410200,0.020576,0.033660,-0.190462,0.257523,0.134124,0.268810,-0.002103,1.474182
4.437500,1.819214,0.252320,0.989039,-0.286723,-0.527746,-0.131470,-0.395202,0.081852,-0.210712,-0.273913,0.733220,0.055838,-0.263173,-0.000244,1.674957
4.438333,3.072965,-0.871134,0.926623,-0.216640,-0.658244,-0.091969,-0.178868,0.156922,-0.088935,-0.036304,0.373132,0.014095,-0.028594,-0.007838,1.494727
4.439167,4.088615,-1.760590,0.724170,-0.112896,-0.667357,0.084705,0.316559,0.214346,0.380910,0.165427,0.082977,-0.061852,0.123854,0.001668,0.940442
4.440000,1.748430,-2.003011,0.309768,0.036571,-0.446475,0.129159,0.618975,0.200840,0.569430,0.296032,-0.233563,-0.036938,0.192460,-0.003158,0.546062
4.440833,-1.678290,-1.882707,0.065196,0.083792,-0.361038,0.206268,0.678721,0.122919,0.188523,0.387896,-0.268596,0.059390,-0.193172,0.021021,-0.149916
4.441667,-3.506201,-1.855555,-0.016352,0.117044,-0.372708,0.178934,0.645978,0.072379,0.020453,0.205661,-0.148790,0.040043,-0.073674,0.032091,-1.076154
4.442500,-3.407849,-2.097425,-0.033760,0.161016,-0.274985,-0.100327,0.374104,-0.007166,-0.001402,0.063943,0.116685,-0.052279,-0.092805,0.008080,-1.918093
4.443333,-2.486947,-1.362561,-0.196288,0.164445,-0.152669,-0.381202,0.080347,-0.005179,-0.323640,0.096597,0.273308,-0.107889,0.170397,-0.010576,-2.093535
4.444167,-2.521571,0.227153,-0.446956,0.165519,0.090234,0.002870,-0.358486,0.013389,-0.587371,0.412665,0.113560,-0.146944,0.237498,-0.002515,-1.434855
4.445000,-2.097458,0.971858,-0.735496,0.108315,0.378469,0.540159,-1.769646,-0.008632,-0.599135,0.164826,0.068970,-0.200423,0.112209,0.003271,-0.894259
4.445833,-0.710921,1.148588,-0.495266,0.057640,0.621456,0.113759,-3.183068,-0.068603,-0.084612,-1.305422,0.163663,-0.230157,-0.257493,-0.005732,-0.747833
4.446667,0.548420,1.304685,-0.263853,0.080006,0.842676,0.071051,-2.968168,-0.176084,0.137518,-1.914229,-0.446296,-0.199479,0.301767,-0.013043,-0.700527
4.447500,2.302974,1.233333,-0.026567,0.074564,0.945731,0.071019,-1.769165,-0.143187,-0.173270,-1.029231,-0.512396,-0.196661,0.288012,-0.018511,-0.049876
4.448333,2.560830,1.309079,0.069010,-0.071716,0.833670,0.017237,-0.409349,-0.181787,-0.047026,-0.236056,0.148514,-0.165439,-0.170362,-0.028545,0.550684
4.449167,1.245875,2.146560,-0.196477,-0.219007,0.728188,-0.129205,0.915208,-0.109158,0.237883,0.108048,-0.153878,-0.157854,-0.224613,-0.017357,1.033042
4.450000,0.055912,2.179330,-0.411478,-0.299946,0.725144,-0.220606,1.541688,-0.059331,0.271562,-0.098408,0.341208,-0.144277,-0.079332,-0.022636,1.544842
4.450833,0.077471,1.970446,-0.534663,-0.303761,0.555308,-0.052359,1.137770,-0.065916,0.253411,0.298290,1.742642,-0.125264,-0.192718,0.005360,2.209943
4.451667,0.620053,1.318554,-0.659476,-0.273692,0.210739,-0.038450,0.503284,-0.053866,0.034937,0.882323,0.642323,-0.054493,0.288968,0.023450,2.305341
4.452500,1.136722,-1.171109,-0.700417,-0.177597,-0.111496,-0.160281,0.590264,-0.012814,-0.655933,0.454472,-1.118988,0.002073,0.560689,0.048572,1.641390
4.453333,0.828302,-2.714070,-0.622229,-0.011566,-0.132150,0.233224,0.992137,0.046264,-0.656932,0.129927,-1.148306,0.055702,-0.127813,0.038916,1.316792
4.454167,0.069872,-2.317937,-0.457010,0.090212,-0.040458,0.089495,0.841685,0.141094,0.310438,0.318111,-0.593100,0.106988,-0.115739,-0.012385,1.224010
4.455000,-0.492499,-2.177155,-0.108445,0.146727,-0.010262,-0.222832,0.628771,0.154985,1.116157,0.503852,-0.544859,0.122814,-0.168725,-0.014846,0.529943
